,FIRE_YEAR,NWCG_GENERAL_CAUSE,STATE,Count
11150,2014,Smoking,MS,15
11151,2014,Smoking,MT,7
11152,2014,Smoking,NC,90
11153,2014,Smoking,NE,10
11154,2014,Smoking,NH,7
11155,2014,Smoking,NJ,81
11156,2014,Smoking,NM,20
11157,2014,Smoking,NV,2
11158,2014,Smoking,NY,328
11159,2014,Smoking,OH,13
11160,2014,Smoking,OK,1
11161,2014,Smoking,OR,38
11162,2014,Smoking,PA,7
11163,2014,Smoking,SC,33
11164,2014,Smoking,SD,14
11165,2014,Smoking,TN,18
11166,2014,Smoking,TX,214
11167,2014,Smoking,UT,2
11168,2014,Smoking,VA,13
11169,2014,Smoking,VT,1
11170,2014,Smoking,WA,15
11171,2014,Smoking,WI,5
11172,2014,Smoking,WV,24
11173,2014,Smoking,WY,5
11174,2015,Arson/incendiarism,AK,7
11175,2015,Arson/incendiarism,AL,247
11176,2015,Arson/incendiarism,AR,26
11177,2015,Arson/incendiarism,AZ,65
11178,2015,Arson/incendiarism,CA,612
11179,2015,Arson/incendiarism,CO,33
11180,2015,Arson/incendiarism,CT,6
11181,2015,Arson/incendiarism,DE,1
11182,2015,Arson/incendiarism,FL,290
11183,2015,Arson/incendiarism,GA,219
11184,2015,Arson/incendiarism,IA,27
11185,2015,Arson/incendiarism,ID,15
11186,2015,Arson/incendiarism,IL,1
11187,2015,Arson/incendiarism,IN,4
11188,2015,Arson/incendiarism,KS,418
11189,2015,Arson/incendiarism,KY,26
11190,2015,Arson/incendiarism,LA,11
11191,2015,Arson/incendiarism,MA,53
11192,2015,Arson/incendiarism,MD,45
11193,2015,Arson/incendiarism,ME,33
11194,2015,Arson/incendiarism,MI,34
11195,2015,Arson/incendiarism,MN,533
11196,2015,Arson/incendiarism,MO,69
11197,2015,Arson/incendiarism,MS,166
11198,2015,Arson/incendiarism,MT,75
11199,2015,Arson/incendiarism,NC,265
11200,2015,Arson/incendiarism,ND,391
11201,2015,Arson/incendiarism,NE,13
11202,2015,Arson/incendiarism,NH,4
11203,2015,Arson/incendiarism,NJ,136
11204,2015,Arson/incendiarism,NM,21
11205,2015,Arson/incendiarism,NV,2
11206,2015,Arson/incendiarism,NY,737
11207,2015,Arson/incendiarism,OH,35
11208,2015,Arson/incendiarism,OK,557
11209,2015,Arson/incendiarism,OR,59
11210,2015,Arson/incendiarism,PA,170
11211,2015,Arson/incendiarism,PR,12
11212,2015,Arson/incendiarism,RI,5
11213,2015,Arson/incendiarism,SC,187
11214,2015,Arson/incendiarism,SD,50
11215,2015,Arson/incendiarism,TN,203
11216,2015,Arson/incendiarism,TX,216
11217,2015,Arson/incendiarism,UT,8
11218,2015,Arson/incendiarism,VA,56
11219,2015,Arson/incendiarism,VT,1
11220,2015,Arson/incendiarism,WA,48
11221,2015,Arson/incendiarism,WI,46
11222,2015,Arson/incendiarism,WV,145
11223,2015,Debris and open burning,AK,6
11224,2015,Debris and open burning,AL,453
11225,2015,Debris and open burning,AR,832
11226,2015,Debris and open burning,AZ,78
11227,2015,Debris and open burning,CA,825
11228,2015,Debris and open burning,CO,157
11229,2015,Debris and open burning,CT,12
11230,2015,Debris and open burning,DE,4
11231,2015,Debris and open burning,FL,461
11232,2015,Debris and open burning,GA,1689
11233,2015,Debris and open burning,IA,354
11234,2015,Debris and open burning,ID,67
11235,2015,Debris and open burning,IL,62
11236,2015,Debris and open burning,IN,2
11237,2015,Debris and open burning,KS,1672
11238,2015,Debris and open burning,KY,491
11239,2015,Debris and open burning,LA,8
11240,2015,Debris and open burning,MA,486
11241,2015,Debris and open burning,MD,42
11242,2015,Debris and open burning,ME,120
11243,2015,Debris and open burning,MI,204
11244,2015,Debris and open burning,MN,496
11245,2015,Debris and open burning,MO,302
11246,2015,Debris and open burning,MS,841
11247,2015,Debris and open burning,MT,162
11248,2015,Debris and open burning,NC,1113
11249,2015,Debris and open burning,ND,209
11250,2015,Debris and open burning,NE,222
11251,2015,Debris and open burning,NH,65
11252,2015,Debris and open burning,NJ,54
11253,2015,Debris and open burning,NM,112
11254,2015,Debris and open burning,NV,13
11255,2015,Debris and open burning,NY,492
11256,2015,Debris and open burning,OH,286
11257,2015,Debris and open burning,OK,339
11258,2015,Debris and open burning,OR,205
11259,2015,Debris and open burning,PA,422
11260,2015,Debris and open burning,RI,17
11261,2015,Debris and open burning,SC,585
11262,2015,Debris and open burning,SD,186
11263,2015,Debris and open burning,TN,234
11264,2015,Debris and open burning,TX,3382
11265,2015,Debris and open burning,UT,16
11266,2015,Debris and open burning,VA,219
11267,2015,Debris and open burning,VT,39
11268,2015,Debris and open burning,WA,220
11269,2015,Debris and open burning,WI,288
11270,2015,Debris and open burning,WV,238
11271,2015,Debris and open burning,WY,113
11272,2015,Equipment and vehicle use,AK,2
11273,2015,Equipment and vehicle use,AL,113
11274,2015,Equipment and vehicle use,AR,144
11275,2015,Equipment and vehicle use,AZ,83
11276,2015,Equipment and vehicle use,CA,815
11277,2015,Equipment and vehicle use,CO,114
11278,2015,Equipment and vehicle use,CT,2
11279,2015,Equipment and vehicle use,DE,4
11280,2015,Equipment and vehicle use,FL,159
11281,2015,Equipment and vehicle use,GA,1
11282,2015,Equipment and vehicle use,HI,2
11283,2015,Equipment and vehicle use,IA,49
11284,2015,Equipment and vehicle use,ID,81
11285,2015,Equipment and vehicle use,IL,2
11286,2015,Equipment and vehicle use,KS,465
11287,2015,Equipment and vehicle use,KY,10
11288,2015,Equipment and vehicle use,LA,3
11289,2015,Equipment and vehicle use,MA,224
11290,2015,Equipment and vehicle use,MD,12
11291,2015,Equipment and vehicle use,ME,66
11292,2015,Equipment and vehicle use,MI,50
11293,2015,Equipment and vehicle use,MN,171
11294,2015,Equipment and vehicle use,MO,54
11295,2015,Equipment and vehicle use,MS,52
11296,2015,Equipment and vehicle use,MT,110
11297,2015,Equipment and vehicle use,NC,247
11298,2015,Equipment and vehicle use,ND,99
11299,2015,Equipment and vehicle use,NE,126
11300,2015,Equipment and vehicle use,NH,6
11301,2015,Equipment and vehicle use,NJ,166
11302,2015,Equipment and vehicle use,NM,73
11303,2015,Equipment and vehicle use,NV,30
11304,2015,Equipment and vehicle use,NY,121
11305,2015,Equipment and vehicle use,OH,26
11306,2015,Equipment and vehicle use,OK,92
11307,2015,Equipment and vehicle use,OR,242
11308,2015,Equipment and vehicle use,PA,44
11309,2015,Equipment and vehicle use,RI,1
11310,2015,Equipment and vehicle use,SC,90
11311,2015,Equipment and vehicle use,SD,190
11312,2015,Equipment and vehicle use,TN,50
11313,2015,Equipment and vehicle use,TX,1020
11314,2015,Equipment and vehicle use,UT,31
11315,2015,Equipment and vehicle use,VA,51
11316,2015,Equipment and vehicle use,VT,7
11317,2015,Equipment and vehicle use,WA,91
11318,2015,Equipment and vehicle use,WI,200
11319,2015,Equipment and vehicle use,WV,126
11320,2015,Equipment and vehicle use,WY,41
11321,2015,Firearms and explosives use,AK,3
11322,2015,Firearms and explosives use,AZ,2
11323,2015,Firearms and explosives use,CA,21
11324,2015,Firearms and explosives use,CO,3
11325,2015,Firearms and explosives use,ID,4
11326,2015,Firearms and explosives use,MT,4
11327,2015,Firearms and explosives use,NC,1
11328,2015,Firearms and explosives use,NV,5
11329,2015,Firearms and explosives use,OK,1
11330,2015,Firearms and explosives use,OR,6
11331,2015,Firearms and explosives use,PR,15
11332,2015,Firearms and explosives use,SD,1
11333,2015,Firearms and explosives use,UT,5
11334,2015,Firearms and explosives use,WA,2
11335,2015,Firearms and explosives use,WY,3
11336,2015,Fireworks,AL,4
11337,2015,Fireworks,AR,1
11338,2015,Fireworks,AZ,6
11339,2015,Fireworks,CA,39
11340,2015,Fireworks,CO,23
11341,2015,Fireworks,FL,12
11342,2015,Fireworks,ID,10
11343,2015,Fireworks,IN,1
11344,2015,Fireworks,KS,80
11345,2015,Fireworks,MA,1
11346,2015,Fireworks,ME,4
11347,2015,Fireworks,MI,8
11348,2015,Fireworks,MN,13
11349,2015,Fireworks,MT,138
11350,2015,Fireworks,NC,24
11351,2015,Fireworks,ND,28
11352,2015,Fireworks,NE,10
11353,2015,Fireworks,NH,2
11354,2015,Fireworks,NJ,20
11355,2015,Fireworks,NM,4
11356,2015,Fireworks,NV,2
11357,2015,Fireworks,NY,5
11358,2015,Fireworks,OK,2
11359,2015,Fireworks,OR,25
11360,2015,Fireworks,PA,5
11361,2015,Fireworks,SC,9
11362,2015,Fireworks,SD,37
11363,2015,Fireworks,TN,3
11364,2015,Fireworks,TX,1
11365,2015,Fireworks,UT,6
11366,2015,Fireworks,VA,1
11367,2015,Fireworks,WA,80
11368,2015,Fireworks,WI,21
11369,2015,Fireworks,WV,33
11370,2015,Fireworks,WY,22
11371,2015,Missing data/not specified/undetermined,AK,293
11372,2015,Missing data/not specified/undetermined,AL,1150
11373,2015,Missing data/not specified/undetermined,AR,203
11374,2015,Missing data/not specified/undetermined,AZ,2842
11375,2015,Missing data/not specified/undetermined,CA,2502
11376,2015,Missing data/not specified/undetermined,CO,1841
11377,2015,Missing data/not specified/undetermined,CT,321
11378,2015,Missing data/not specified/undetermined,DC,2
11379,2015,Missing data/not specified/undetermined,FL,381
11380,2015,Missing data/not specified/undetermined,GA,5
11381,2015,Missing data/not specified/undetermined,HI,1
11382,2015,Missing data/not specified/undetermined,IA,54
11383,2015,Missing data/not specified/undetermined,ID,143
11384,2015,Missing data/not specified/undetermined,IL,17
11385,2015,Missing data/not specified/undetermined,IN,4
11386,2015,Missing data/not specified/undetermined,KS,2624
11387,2015,Missing data/not specified/undetermined,KY,49
11388,2015,Missing data/not specified/undetermined,LA,1038
11389,2015,Missing data/not specified/undetermined,MA,673
11390,2015,Missing data/not specified/undetermined,MD,12
11391,2015,Missing data/not specified/undetermined,ME,41
11392,2015,Missing data/not specified/undetermined,MI,90
11393,2015,Missing data/not specified/undetermined,MN,231
11394,2015,Missing data/not specified/undetermined,MO,321
11395,2015,Missing data/not specified/undetermined,MS,518
11396,2015,Missing data/not specified/undetermined,MT,292
11397,2015,Missing data/not specified/undetermined,NC,474
11398,2015,Missing data/not specified/undetermined,ND,117
11399,2015,Missing data/not specified/undetermined,NE,98
11400,2015,Missing data/not specified/undetermined,NH,48
11401,2015,Missing data/not specified/undetermined,NJ,147
11402,2015,Missing data/not specified/undetermined,NM,115
11403,2015,Missing data/not specified/undetermined,NV,92
11404,2015,Missing data/not specified/undetermined,NY,3161
11405,2015,Missing data/not specified/undetermined,OH,103
11406,2015,Missing data/not specified/undetermined,OK,140
11407,2015,Missing data/not specified/undetermined,OR,343
11408,2015,Missing data/not specified/undetermined,PA,59
11409,2015,Missing data/not specified/undetermined,PR,1
11410,2015,Missing data/not specified/undetermined,RI,40
11411,2015,Missing data/not specified/undetermined,SC,154
11412,2015,Missing data/not specified/undetermined,SD,249
11413,2015,Missing data/not specified/undetermined,TN,43
11414,2015,Missing data/not specified/undetermined,TX,2629
11415,2015,Missing data/not specified/undetermined,UT,93
11416,2015,Missing data/not specified/undetermined,VA,94
11417,2015,Missing data/not specified/undetermined,VT,20
11418,2015,Missing data/not specified/undetermined,WA,471
11419,2015,Missing data/not specified/undetermined,WI,167
11420,2015,Missing data/not specified/undetermined,WV,1
11421,2015,Missing data/not specified/undetermined,WY,154
11422,2015,Misuse of fire by a minor,AL,13
11423,2015,Misuse of fire by a minor,AR,14
11424,2015,Misuse of fire by a minor,AZ,19
11425,2015,Misuse of fire by a minor,CA,116
11426,2015,Misuse of fire by a minor,CO,9
11427,2015,Misuse of fire by a minor,FL,55
11428,2015,Misuse of fire by a minor,GA,77
11429,2015,Misuse of fire by a minor,IA,2
11430,2015,Misuse of fire by a minor,ID,7
11431,2015,Misuse of fire by a minor,IL,2
11432,2015,Misuse of fire by a minor,KS,48
11433,2015,Misuse of fire by a minor,KY,1
11434,2015,Misuse of fire by a minor,MA,18
11435,2015,Misuse of fire by a minor,MD,11
11436,2015,Misuse of fire by a minor,ME,20
11437,2015,Misuse of fire by a minor,MI,11
11438,2015,Misuse of fire by a minor,MN,158
11439,2015,Misuse of fire by a minor,MO,3
11440,2015,Misuse of fire by a minor,MS,16
11441,2015,Misuse of fire by a minor,MT,28
11442,2015,Misuse of fire by a minor,NC,130
11443,2015,Misuse of fire by a minor,ND,8
11444,2015,Misuse of fire by a minor,NE,33
11445,2015,Misuse of fire by a minor,NH,5
11446,2015,Misuse of fire by a minor,NJ,97
11447,2015,Misuse of fire by a minor,NM,6
11448,2015,Misuse of fire by a minor,NV,1
11449,2015,Misuse of fire by a minor,NY,64
11450,2015,Misuse of fire by a minor,OH,7
11451,2015,Misuse of fire by a minor,OK,1
11452,2015,Misuse of fire by a minor,OR,27
11453,2015,Misuse of fire by a minor,PA,12
11454,2015,Misuse of fire by a minor,RI,2
11455,2015,Misuse of fire by a minor,SC,52
11456,2015,Misuse of fire by a minor,SD,77
11457,2015,Misuse of fire by a minor,TN,14
11458,2015,Misuse of fire by a minor,TX,65
11459,2015,Misuse of fire by a minor,UT,2
11460,2015,Misuse of fire by a minor,VA,19
11461,2015,Misuse of fire by a minor,WA,28
11462,2015,Misuse of fire by a minor,WI,25
11463,2015,Misuse of fire by a minor,WV,21
11464,2015,Misuse of fire by a minor,WY,8
11465,2015,Natural,AK,422
11466,2015,Natural,AL,27
11467,2015,Natural,AR,23
11468,2015,Natural,AZ,618
11469,2015,Natural,CA,1566
11470,2015,Natural,CO,473
11471,2015,Natural,FL,995
11472,2015,Natural,GA,209
11473,2015,Natural,IA,3
11474,2015,Natural,ID,832
11475,2015,Natural,KS,78
11476,2015,Natural,KY,3
11477,2015,Natural,LA,7
11478,2015,Natural,MA,67
11479,2015,Natural,MD,2
11480,2015,Natural,ME,18
11481,2015,Natural,MI,16
11482,2015,Natural,MN,17
11483,2015,Natural,MO,1
11484,2015,Natural,MS,16
11485,2015,Natural,MT,790
11486,2015,Natural,NC,50
11487,2015,Natural,ND,67
11488,2015,Natural,NE,21
11489,2015,Natural,NH,4
11490,2015,Natural,NJ,11
11491,2015,Natural,NM,368
11492,2015,Natural,NV,326
11493,2015,Natural,NY,537
11494,2015,Natural,OH,1
11495,2015,Natural,OK,12
11496,2015,Natural,OR,1095
11497,2015,Natural,PA,5
11498,2015,Natural,SC,67
11499,2015,Natural,SD,92
11500,2015,Natural,TN,8
11501,2015,Natural,TX,201
11502,2015,Natural,UT,365
11503,2015,Natural,VA,21
11504,2015,Natural,VT,2
11505,2015,Natural,WA,471
11506,2015,Natural,WI,20
11507,2015,Natural,WV,6
11508,2015,Natural,WY,219
11509,2015,Other causes,AK,2
11510,2015,Other causes,AL,14
11511,2015,Other causes,AZ,2
11512,2015,Other causes,CA,63
11513,2015,Other causes,CO,1
11514,2015,Other causes,CT,1
11515,2015,Other causes,DE,2
11516,2015,Other causes,FL,12
11517,2015,Other causes,ID,1
11518,2015,Other causes,IL,2
11519,2015,Other causes,KS,66
11520,2015,Other causes,MA,1
11521,2015,Other causes,ME,15
11522,2015,Other causes,MI,4
11523,2015,Other causes,MN,13
11524,2015,Other causes,MT,19
11525,2015,Other causes,NC,9
11526,2015,Other causes,ND,17
11527,2015,Other causes,NH,2
11528,2015,Other causes,NJ,107
11529,2015,Other causes,NM,8
11530,2015,Other causes,NV,1
11531,2015,Other causes,NY,10
11532,2015,Other causes,OH,2
11533,2015,Other causes,OK,4
11534,2015,Other causes,OR,14
11535,2015,Other causes,PA,5
11536,2015,Other causes,RI,3
11537,2015,Other causes,SC,26
11538,2015,Other causes,SD,14
11539,2015,Other causes,TN,16
11540,2015,Other causes,TX,5
11541,2015,Other causes,VA,19
11542,2015,Other causes,VT,1
11543,2015,Other causes,WA,24
11544,2015,Other causes,WI,24
11545,2015,Other causes,WV,11
11546,2015,Other causes,WY,2
11547,2015,Power generation/transmission/distribution,AK,5
11548,2015,Power generation/transmission/distribution,AL,35
11549,2015,Power generation/transmission/distribution,AR,5
11550,2015,Power generation/transmission/distribution,AZ,10
11551,2015,Power generation/transmission/distribution,CA,304
11552,2015,Power generation/transmission/distribution,CO,16
11553,2015,Power generation/transmission/distribution,CT,5
11554,2015,Power generation/transmission/distribution,FL,79
11555,2015,Power generation/transmission/distribution,GA,2
11556,2015,Power generation/transmission/distribution,ID,21
11557,2015,Power generation/transmission/distribution,IL,1
11558,2015,Power generation/transmission/distribution,KS,115
11559,2015,Power generation/transmission/distribution,KY,1
11560,2015,Power generation/transmission/distribution,LA,5
11561,2015,Power generation/transmission/distribution,MA,3
11562,2015,Power generation/transmission/distribution,MD,7
11563,2015,Power generation/transmission/distribution,ME,26
11564,2015,Power generation/transmission/distribution,MI,18
11565,2015,Power generation/transmission/distribution,MN,74
11566,2015,Power generation/transmission/distribution,MT,42
11567,2015,Power generation/transmission/distribution,NC,72
11568,2015,Power generation/transmission/distribution,ND,18
11569,2015,Power generation/transmission/distribution,NE,37
11570,2015,Power generation/transmission/distribution,NH,5
11571,2015,Power generation/transmission/distribution,NJ,83
11572,2015,Power generation/transmission/distribution,NM,18
11573,2015,Power generation/transmission/distribution,NV,2
11574,2015,Power generation/transmission/distribution,NY,86
11575,2015,Power generation/transmission/distribution,OH,45
11576,2015,Power generation/transmission/distribution,OK,21
11577,2015,Power generation/transmission/distribution,OR,29
11578,2015,Power generation/transmission/distribution,PA,24
11579,2015,Power generation/transmission/distribution,SC,62
11580,2015,Power generation/transmission/distribution,SD,17
11581,2015,Power generation/transmission/distribution,TN,17
11582,2015,Power generation/transmission/distribution,TX,466
11583,2015,Power generation/transmission/distribution,UT,12
11584,2015,Power generation/transmission/distribution,VA,86
11585,2015,Power generation/transmission/distribution,VT,8
11586,2015,Power generation/transmission/distribution,WA,48
11587,2015,Power generation/transmission/distribution,WI,81
11588,2015,Power generation/transmission/distribution,WV,76
11589,2015,Power generation/transmission/distribution,WY,11
11590,2015,Railroad operations and maintenance,AR,5
11591,2015,Railroad operations and maintenance,AZ,1
11592,2015,Railroad operations and maintenance,CA,8
11593,2015,Railroad operations and maintenance,CO,12
11594,2015,Railroad operations and maintenance,CT,1
11595,2015,Railroad operations and maintenance,FL,7
11596,2015,Railroad operations and maintenance,GA,30
11597,2015,Railroad operations and maintenance,IA,5
11598,2015,Railroad operations and maintenance,IL,1
11599,2015,Railroad operations and maintenance,IN,2
11600,2015,Railroad operations and maintenance,KY,11
11601,2015,Railroad operations and maintenance,MA,21
11602,2015,Railroad operations and maintenance,ME,7
11603,2015,Railroad operations and maintenance,MI,2
11604,2015,Railroad operations and maintenance,MN,22
11605,2015,Railroad operations and maintenance,MS,22
11606,2015,Railroad operations and maintenance,MT,22
11607,2015,Railroad operations and maintenance,NC,1
11608,2015,Railroad operations and maintenance,ND,15
11609,2015,Railroad operations and maintenance,NE,13
11610,2015,Railroad operations and maintenance,NJ,5
11611,2015,Railroad operations and maintenance,NM,1
11612,2015,Railroad operations and maintenance,NY,9
11613,2015,Railroad operations and maintenance,OH,1
11614,2015,Railroad operations and maintenance,OR,4
11615,2015,Railroad operations and maintenance,PA,12
11616,2015,Railroad operations and maintenance,SC,20
11617,2015,Railroad operations and maintenance,SD,6
11618,2015,Railroad operations and maintenance,TN,10
11619,2015,Railroad operations and maintenance,TX,29
11620,2015,Railroad operations and maintenance,UT,1
11621,2015,Railroad operations and maintenance,VA,6
11622,2015,Railroad operations and maintenance,VT,2
11623,2015,Railroad operations and maintenance,WA,4
11624,2015,Railroad operations and maintenance,WI,46
11625,2015,Railroad operations and maintenance,WV,11
11626,2015,Railroad operations and maintenance,WY,11
11627,2015,Recreation and ceremony,AK,29
11628,2015,Recreation and ceremony,AL,13
11629,2015,Recreation and ceremony,AR,22
11630,2015,Recreation and ceremony,AZ,87
11631,2015,Recreation and ceremony,CA,357
11632,2015,Recreation and ceremony,CO,207
11633,2015,Recreation and ceremony,CT,13
11634,2015,Recreation and ceremony,DE,1
11635,2015,Recreation and ceremony,FL,92
11636,2015,Recreation and ceremony,GA,109
11637,2015,Recreation and ceremony,HI,1
11638,2015,Recreation and ceremony,IA,2
11639,2015,Recreation and ceremony,ID,92
11640,2015,Recreation and ceremony,IN,2
11641,2015,Recreation and ceremony,KS,1
11642,2015,Recreation and ceremony,KY,162
11643,2015,Recreation and ceremony,LA,3
11644,2015,Recreation and ceremony,MA,555
11645,2015,Recreation and ceremony,MD,8
11646,2015,Recreation and ceremony,ME,41
11647,2015,Recreation and ceremony,MI,72
11648,2015,Recreation and ceremony,MN,82
11649,2015,Recreation and ceremony,MO,12
11650,2015,Recreation and ceremony,MS,476
11651,2015,Recreation and ceremony,MT,159
11652,2015,Recreation and ceremony,NC,29
11653,2015,Recreation and ceremony,ND,15
11654,2015,Recreation and ceremony,NE,15
11655,2015,Recreation and ceremony,NH,28
11656,2015,Recreation and ceremony,NJ,81
11657,2015,Recreation and ceremony,NM,48
11658,2015,Recreation and ceremony,NV,51
11659,2015,Recreation and ceremony,NY,112
11660,2015,Recreation and ceremony,OH,16
11661,2015,Recreation and ceremony,OK,17
11662,2015,Recreation and ceremony,OR,391
11663,2015,Recreation and ceremony,PA,43
11664,2015,Recreation and ceremony,RI,11
11665,2015,Recreation and ceremony,SC,15
11666,2015,Recreation and ceremony,SD,31
11667,2015,Recreation and ceremony,TN,8
11668,2015,Recreation and ceremony,TX,93
11669,2015,Recreation and ceremony,UT,66
11670,2015,Recreation and ceremony,VA,10
11671,2015,Recreation and ceremony,VT,6
11672,2015,Recreation and ceremony,WA,223
11673,2015,Recreation and ceremony,WI,34
11674,2015,Recreation and ceremony,WV,11
11675,2015,Recreation and ceremony,WY,42
11676,2015,Smoking,AK,2
11677,2015,Smoking,AL,5
11678,2015,Smoking,AR,15
11679,2015,Smoking,AZ,6
11680,2015,Smoking,CA,127
11681,2015,Smoking,CO,199
11682,2015,Smoking,CT,11
11683,2015,Smoking,DC,1
11684,2015,Smoking,DE,4
11685,2015,Smoking,FL,5
11686,2015,Smoking,GA,14
11687,2015,Smoking,IA,21
11688,2015,Smoking,ID,4
11689,2015,Smoking,IL,5
11690,2015,Smoking,IN,1
11691,2015,Smoking,KS,318
11692,2015,Smoking,KY,2
11693,2015,Smoking,MA,68
11694,2015,Smoking,MD,11
11695,2015,Smoking,ME,15
11696,2015,Smoking,MI,14
11697,2015,Smoking,MN,28
11698,2015,Smoking,MO,7
11699,2015,Smoking,MS,18
11700,2015,Smoking,MT,25
11701,2015,Smoking,NC,56
11702,2015,Smoking,ND,18
11703,2015,Smoking,NE,11
11704,2015,Smoking,NH,13
11705,2015,Smoking,NJ,140
11706,2015,Smoking,NM,3
11707,2015,Smoking,NV,1
11708,2015,Smoking,NY,540
11709,2015,Smoking,OH,15
11710,2015,Smoking,OR,60
11711,2015,Smoking,PA,6
11712,2015,Smoking,RI,6
11713,2015,Smoking,SC,32
11714,2015,Smoking,SD,16
11715,2015,Smoking,TN,6
11716,2015,Smoking,TX,197
11717,2015,Smoking,VA,15
11718,2015,Smoking,VT,1
11719,2015,Smoking,WA,31
11720,2015,Smoking,WI,13
11721,2015,Smoking,WV,6
11722,2015,Smoking,WY,6
11723,2016,Arson/incendiarism,AK,16
11724,2016,Arson/incendiarism,AL,985
11725,2016,Arson/incendiarism,AR,374
11726,2016,Arson/incendiarism,AZ,156
11727,2016,Arson/incendiarism,CA,772
11728,2016,Arson/incendiarism,CO,66
11729,2016,Arson/incendiarism,CT,6
11730,2016,Arson/incendiarism,DE,2
11731,2016,Arson/incendiarism,FL,431
11732,2016,Arson/incendiarism,GA,446
11733,2016,Arson/incendiarism,HI,2
11734,2016,Arson/incendiarism,IA,10
11735,2016,Arson/incendiarism,ID,18
11736,2016,Arson/incendiarism,IL,8
11737,2016,Arson/incendiarism,IN,3
11738,2016,Arson/incendiarism,KS,133
11739,2016,Arson/incendiarism,KY,58
11740,2016,Arson/incendiarism,LA,223
11741,2016,Arson/incendiarism,MA,58
11742,2016,Arson/incendiarism,MD,28
11743,2016,Arson/incendiarism,ME,47
11744,2016,Arson/incendiarism,MI,20
11745,2016,Arson/incendiarism,MN,414
11746,2016,Arson/incendiarism,MO,88
11747,2016,Arson/incendiarism,MS,515
11748,2016,Arson/incendiarism,MT,49
11749,2016,Arson/incendiarism,NC,465
11750,2016,Arson/incendiarism,ND,255
11751,2016,Arson/incendiarism,NE,6
11752,2016,Arson/incendiarism,NH,15
11753,2016,Arson/incendiarism,NJ,134
11754,2016,Arson/incendiarism,NM,51
11755,2016,Arson/incendiarism,NV,11
11756,2016,Arson/incendiarism,NY,1282
11757,2016,Arson/incendiarism,OH,21
11758,2016,Arson/incendiarism,OK,840
11759,2016,Arson/incendiarism,OR,66
11760,2016,Arson/incendiarism,PA,193
11761,2016,Arson/incendiarism,PR,4
11762,2016,Arson/incendiarism,RI,5
11763,2016,Arson/incendiarism,SC,238
11764,2016,Arson/incendiarism,SD,79
11765,2016,Arson/incendiarism,TN,593
11766,2016,Arson/incendiarism,TX,159
11767,2016,Arson/incendiarism,UT,19
11768,2016,Arson/incendiarism,VA,134
11769,2016,Arson/incendiarism,WA,84
11770,2016,Arson/incendiarism,WI,48
11771,2016,Arson/incendiarism,WV,214
11772,2016,Arson/incendiarism,WY,11
11773,2016,Debris and open burning,AK,13
11774,2016,Debris and open burning,AL,1189
11775,2016,Debris and open burning,AR,602
11776,2016,Debris and open burning,AZ,133
11777,2016,Debris and open burning,CA,729
11778,2016,Debris and open burning,CO,125
11779,2016,Debris and open burning,CT,53
11780,2016,Debris and open burning,DE,1
11781,2016,Debris and open burning,FL,798
11782,2016,Debris and open burning,GA,3730
11783,2016,Debris and open burning,HI,1
11784,2016,Debris and open burning,IA,82
11785,2016,Debris and open burning,ID,43
11786,2016,Debris and open burning,IL,18
11787,2016,Debris and open burning,IN,5
11788,2016,Debris and open burning,KS,535
11789,2016,Debris and open burning,KY,828
11790,2016,Debris and open burning,LA,286
11791,2016,Debris and open burning,MA,537
11792,2016,Debris and open burning,MD,38
11793,2016,Debris and open burning,ME,156
11794,2016,Debris and open burning,MI,107
11795,2016,Debris and open burning,MN,392
11796,2016,Debris and open burning,MO,293
11797,2016,Debris and open burning,MS,669
11798,2016,Debris and open burning,MT,132
11799,2016,Debris and open burning,NC,1560
11800,2016,Debris and open burning,ND,308
11801,2016,Debris and open burning,NE,194
11802,2016,Debris and open burning,NH,31
11803,2016,Debris and open burning,NJ,52
11804,2016,Debris and open burning,NM,239
11805,2016,Debris and open burning,NV,10
11806,2016,Debris and open burning,NY,1207
11807,2016,Debris and open burning,OH,189
11808,2016,Debris and open burning,OK,372
11809,2016,Debris and open burning,OR,186
11810,2016,Debris and open burning,PA,379
11811,2016,Debris and open burning,RI,18
11812,2016,Debris and open burning,SC,641
11813,2016,Debris and open burning,SD,162
11814,2016,Debris and open burning,TN,385
11815,2016,Debris and open burning,TX,3799
11816,2016,Debris and open burning,UT,68
11817,2016,Debris and open burning,VA,196
11818,2016,Debris and open burning,VT,46
11819,2016,Debris and open burning,WA,226
11820,2016,Debris and open burning,WI,228
11821,2016,Debris and open burning,WV,221
11822,2016,Debris and open burning,WY,42
11823,2016,Equipment and vehicle use,AK,7
11824,2016,Equipment and vehicle use,AL,301
11825,2016,Equipment and vehicle use,AR,103
11826,2016,Equipment and vehicle use,AZ,102
11827,2016,Equipment and vehicle use,CA,684
11828,2016,Equipment and vehicle use,CO,291
11829,2016,Equipment and vehicle use,CT,3
11830,2016,Equipment and vehicle use,FL,202
11831,2016,Equipment and vehicle use,GA,11
11832,2016,Equipment and vehicle use,HI,2
11833,2016,Equipment and vehicle use,IA,18
11834,2016,Equipment and vehicle use,ID,151
11835,2016,Equipment and vehicle use,IL,2
11836,2016,Equipment and vehicle use,IN,1
11837,2016,Equipment and vehicle use,KS,118
11838,2016,Equipment and vehicle use,KY,11
11839,2016,Equipment and vehicle use,LA,14
